OBJECTID,NameplateC,OperatingM,OperatingY,Shape__Area,Shape__Length
181,2,1,2018,446336.359630585,2858.82480654307
182,0,4,2023,165197.695039749,1586.09042400815
183,0,1,2019,292747.529100418,2373.07346288432
184,0,4,2023,172824.640729904,1862.30423043626
185,4,6,2018,656770.841171265,3685.745451139
186,1.3,11,2021,366543.760665894,2515.17871795732
187,0,10,2018,234466.602298737,2701.54300895696
188,0,6,2012,580674.870851517,3298.00277912534
189,4.5,12,2017,873777.868848801,5414.3275692145
190,1.9,3,2012,414355.682956696,2756.61722206019
191,1,9,2020,214924.509426117,1773.4605279156
192,0,11,2022,483431.288288116,2906.45572315685
193,0,11,2022,447125.931657791,2982.31474876924
194,1.1,9,2018,188857.741378784,1931.3895591294
195,0,12,2019,545304.346055984,3687.21299958236
196,0,3,2020,1006127.48880386,4992.81156358335
197,0,9,2020,860501.330149055,4063.34151566087
198,2.4,11,2017,272053.476269193,3549.70792971122
199,2.4,11,2017,287146.51611241,2223.20271296088
200,2,12,2020,528915.999270827,3075.61122946458
201,1.9,6,2012,547638.183198512,3024.07034930966
202,0,9,2020,105023.628279686,1424.00681537427
203,0,9,2020,252368.541157722,2073.54032891222
204,0,6,2018,271649.731742501,2133.89842374946
205,2.7,12,2011,744837.5246768,5267.80543049468
206,2,8,2016,396911.546058655,2980.30818487749
207,3.6,2,2019,695164.47165823,3789.32639650216
208,1.5,1,2015,358510.109750748,2689.35164510108
209,3.3,3,2015,1093707.13059998,5355.66732805576
210,2,1,2020,1069450.97901106,4667.1492950607
211,2.6,12,2021,709846.493045568,4993.78662893134
212,0,10,2018,278516.539482117,2255.7723057402
213,0,10,2018,290619.063861847,2271.66583094563
214,2.2,2,2016,489269.750080168,2968.3857320713
215,0,5,2023,539398.884895563,3048.75786010785
216,2,6,2014,356475.891775131,2798.55900115007
217,1.5,3,2013,350951.384951591,3060.42646400476
218,0,10,2018,111854.594388008,1493.90051102862
219,1,10,2020,197686.48639679,1785.0074316255
220,2,12,2019,457986.902770042,2793.83848964049
221,2,12,2019,755311.894826889,4191.19636571978
222,1.9,12,2016,424852.530200958,3489.66427635194
223,2.7,7,2014,444477.590013504,2793.98503551037
224,2.5,8,2022,473009.657043457,4281.63037206298
225,0,5,2023,177380.790912867,2039.83786204299
226,0,5,2023,168061.039203405,1843.64175840283
227,5,11,2022,454190.62130475,3787.0973414159
228,3.1,3,2019,794947.925792694,4222.81485579457
229,4.5,3,2021,94685.8584280014,1345.86505656338
230,0,3,2022,226727.257346153,2222.49280369375
231,0,3,2022,305532.132976532,3135.256709392
232,1.5,3,2012,272006.78356266,2577.22345939923
233,1.8,4,2017,358882.058344841,2514.17249995797
234,0,2,2020,379068.207050323,2901.94308288972
235,0,5,2021,440319.074071884,3276.13826218012
236,0.5,3,2017,185279.006212234,2049.7436822403
237,0.5,3,2017,91617.2011756897,1249.43459470722
238,0,9,2017,81948.8370304108,1377.55997418458
239,0,9,2017,77571.2542457581,1219.90737851383
240,3,7,2017,295050.895736694,2183.05939742291
241,3,7,2017,314851.799722672,2863.91227453274
242,3,12,2013,667225.634887695,3758.22546263202
243,1.6,1,2015,358870.290964127,2912.26686174191
244,1.5,3,2013,319613.455265999,3645.03548310519
245,2,1,2015,394057.405423164,3120.25155249035
246,0,10,2014,109462.386445999,1307.20481517573
247,0,10,2014,605783.226236343,4110.62754128534
248,0,9,2017,238764.769990921,2554.21960568947
249,2,4,2017,438754.018751144,3225.04875455579
250,0,9,2022,1302728.45584488,5847.35041160551
251,3.7,12,2020,592055.061038971,3116.48924495016
252,5,12,2022,1022968.47782516,4369.13662617983
253,1.9,12,2011,467219.156242371,2806.65530508136
254,3.5,12,2019,879059.673059464,3836.62550654855
255,0,6,2018,563152.062892914,3593.95452610324
256,5,10,2019,214802.490224838,1926.66186109334
257,5,10,2019,277072.608879089,2193.34554289726
258,3.5,11,2019,362489.766611099,3043.22000993459
259,3.2,7,2015,479548.734615326,3335.16917327198
260,0,9,2015,130664.807880402,1706.2822747502
261,0,5,2021,203911.149835587,2091.34281552694
262,1.9,8,2018,269922.897777557,2115.23309193744
263,4,12,2020,473814.094497681,3634.64664572569
264,5,9,2021,1081365.21635437,6697.84761941858
265,5,9,2021,657831.376834869,4988.72832571249
266,2,7,2013,551775.119865417,3592.48661294397
267,3.3,1,2020,679369.682319641,3845.86309170838
268,0,9,2013,268426.091636658,2657.38763100137
269,0,9,2013,156790.459693909,1634.78644596533
270,1,12,2015,199731.45375061,1924.59627653548
271,2,3,2019,352296.532371521,2390.18986958558
272,0,10,2014,148951.449764252,2237.48085225314
273,3,7,2014,318073.227645874,2691.31426290675
274,2,8,2017,513722.986690521,2839.76897154754
275,1,9,2013,183772.332382202,2184.69558333574
276,2.2,11,2020,952844.025081635,4382.43378781844
277,0,7,2023,867446.826324463,6187.69847666251
278,2.5,12,2013,445944.943325043,3066.86636823155
279,1,4,2014,628989.653202057,3752.13357373859
280,0,9,2019,577467.851676941,3268.81602460178
281,4.8,12,2015,852734.963069916,4192.48691632071
282,4.8,12,2015,244595.61932373,2593.41638871017
283,4,12,2016,994609.427131653,5869.82345685975
284,0,12,2021,233574.613010406,2202.67794344242
285,2,6,2021,583487.320941925,3450.27901883361
286,0,6,2014,499591.545211792,2881.57728165576
287,0,6,2016,832213.43447113,3846.94332439019
288,1.9,12,2021,311021.865699768,2337.96529850237
